date,branch,department,total_beds,occupied_beds,total_icu_beds,occupied_icu_beds,staff_on_duty
2024-05-05,Branch B,Orthopedics,70,48,14,9,26
2024-05-05,Branch B,Pediatrics,80,52,16,11,27
2024-05-05,Branch B,Emergency,90,70,18,17,19
2024-05-05,Branch B,General Medicine,73,51,14,7,21
2024-05-05,Branch C,Cardiology,99,61,19,18,17
2024-05-05,Branch C,Oncology,97,82,19,8,14
2024-05-05,Branch C,Orthopedics,63,47,12,4,18
2024-05-05,Branch C,Pediatrics,62,57,12,9,39
2024-05-05,Branch C,Emergency,80,61,16,8,34
2024-05-05,Branch C,General Medicine,66,50,13,13,14
2024-05-06,Branch A,Cardiology,99,51,19,16,21
2024-05-06,Branch A,Oncology,80,70,16,8,32
2024-05-06,Branch A,Orthopedics,64,31,12,12,25
2024-05-06,Branch A,Pediatrics,115,74,23,16,15
2024-05-06,Branch A,Emergency,65,48,13,6,27
2024-05-06,Branch A,General Medicine,73,55,14,8,13
2024-05-06,Branch B,Cardiology,72,53,14,9,17
2024-05-06,Branch B,Oncology,65,46,13,13,16
2024-05-06,Branch B,Orthopedics,105,83,21,17,13
2024-05-06,Branch B,Pediatrics,62,45,12,12,18
2024-05-06,Branch B,Emergency,72,47,14,12,17
2024-05-06,Branch B,General Medicine,92,42,18,16,12
2024-05-06,Branch C,Cardiology,84,61,16,13,17
2024-05-06,Branch C,Oncology,59,50,11,7,17
2024-05-06,Branch C,Orthopedics,53,30,10,10,18
2024-05-06,Branch C,Pediatrics,65,31,13,9,12
2024-05-06,Branch C,Emergency,95,60,19,13,22
2024-05-06,Branch C,General Medicine,64,43,12,11,30
2024-05-07,Branch A,Cardiology,113,92,22,12,17
2024-05-07,Branch A,Oncology,94,60,18,13,30
2024-05-07,Branch A,Orthopedics,79,60,15,11,15
2024-05-07,Branch A,Pediatrics,59,52,11,11,11
2024-05-07,Branch A,Emergency,46,46,9,9,11
2024-05-07,Branch A,General Medicine,43,42,8,8,34
2024-05-07,Branch B,Cardiology,80,74,16,16,29
2024-05-07,Branch B,Oncology,91,72,18,12,16
2024-05-07,Branch B,Orthopedics,62,62,12,10,30
2024-05-07,Branch B,Pediatrics,67,43,13,7,27
2024-05-07,Branch B,Emergency,86,60,17,16,31
2024-05-07,Branch B,General Medicine,118,83,23,15,13
2024-05-07,Branch C,Cardiology,99,98,19,15,22
2024-05-07,Branch C,Oncology,110,93,22,21,15
2024-05-07,Branch C,Orthopedics,104,74,20,17,20
2024-05-07,Branch C,Pediatrics,72,72,14,14,36
2024-05-07,Branch C,Emergency,54,36,10,10,19
2024-05-07,Branch C,General Medicine,55,43,11,6,23
2024-05-08,Branch A,Cardiology,47,30,9,9,18
2024-05-08,Branch A,Oncology,80,53,16,14,30
2024-05-08,Branch A,Orthopedics,117,93,23,11,37
2024-05-08,Branch A,Pediatrics,91,63,18,16,23
2024-05-08,Branch A,Emergency,105,78,21,18,25
2024-05-08,Branch A,General Medicine,68,60,13,12,22
2024-05-08,Branch B,Cardiology,97,59,19,17,20
2024-05-08,Branch B,Oncology,105,87,21,15,31
2024-05-08,Branch B,Orthopedics,85,55,17,15,16
2024-05-08,Branch B,Pediatrics,92,62,18,13,17
2024-05-08,Branch B,Emergency,62,59,12,11,34
2024-05-08,Branch B,General Medicine,67,50,13,8,10
2024-05-08,Branch C,Cardiology,60,40,12,8,18
2024-05-08,Branch C,Oncology,67,50,13,11,15
2024-05-08,Branch C,Orthopedics,64,52,12,6,24
2024-05-08,Branch C,Pediatrics,75,53,15,9,37
2024-05-08,Branch C,Emergency,80,54,16,16,10
2024-05-08,Branch C,General Medicine,100,74,20,16,14
2024-05-09,Branch A,Cardiology,83,52,16,14,25
2024-05-09,Branch A,Oncology,116,90,23,19,25
2024-05-09,Branch A,Orthopedics,83,68,16,14,39
2024-05-09,Branch A,Pediatrics,81,62,16,13,15
2024-05-09,Branch A,Emergency,118,95,23,20,34
2024-05-09,Branch A,General Medicine,68,23,13,13,26
2024-05-09,Branch B,Cardiology,96,44,19,14,20
2024-05-09,Branch B,Oncology,97,74,19,9,25
2024-05-09,Branch B,Orthopedics,49,38,9,9,26
2024-05-09,Branch B,Pediatrics,118,90,23,22,27
2024-05-09,Branch B,Emergency,69,51,13,7,36
2024-05-09,Branch B,General Medicine,67,53,13,12,24
2024-05-09,Branch C,Cardiology,51,22,10,10,21
2024-05-09,Branch C,Oncology,109,76,21,15,31
2024-05-09,Branch C,Orthopedics,67,41,13,13,29
2024-05-09,Branch C,Pediatrics,95,81,19,15,33
2024-05-09,Branch C,Emergency,117,75,23,22,18
2024-05-09,Branch C,General Medicine,76,53,15,14,29
2024-05-10,Branch A,Cardiology,100,51,20,13,23
2024-05-10,Branch A,Oncology,83,69,16,15,39
2024-05-10,Branch A,Orthopedics,106,93,21,13,37
2024-05-10,Branch A,Pediatrics,94,76,18,15,34
2024-05-10,Branch A,Emergency,84,67,16,15,31
2024-05-10,Branch A,General Medicine,106,63,21,14,27
2024-05-10,Branch B,Cardiology,53,35,10,10,26
2024-05-10,Branch B,Oncology,119,85,23,17,37
2024-05-10,Branch B,Orthopedics,74,49,14,6,17
2024-05-10,Branch B,Pediatrics,106,68,21,18,15
2024-05-10,Branch B,Emergency,58,53,11,9,10
2024-05-10,Branch B,General Medicine,69,54,13,9,25
2024-05-10,Branch C,Cardiology,55,32,11,7,23
2024-05-10,Branch C,Oncology,82,75,16,16,31
2024-05-10,Branch C,Orthopedics,64,44,12,11,30
2024-05-10,Branch C,Pediatrics,117,111,23,19,11
2024-05-10,Branch C,Emergency,115,83,23,23,14
2024-05-10,Branch C,General Medicine,72,63,14,10,34
2024-05-11,Branch A,Cardiology,48,38,9,9,33
2024-05-11,Branch A,Oncology,80,54,16,16,39
2024-05-11,Branch A,Orthopedics,99,71,19,15,28
2024-05-11,Branch A,Pediatrics,44,37,8,5,20
2024-05-11,Branch A,Emergency,104,71,20,16,12
2024-05-11,Branch A,General Medicine,54,40,10,9,10
2024-05-11,Branch B,Cardiology,57,44,11,11,33
2024-05-11,Branch B,Oncology,78,65,15,9,26
2024-05-11,Branch B,Orthopedics,96,73,19,18,20
2024-05-11,Branch B,Pediatrics,112,69,22,16,18
2024-05-11,Branch B,Emergency,49,46,9,5,36
2024-05-11,Branch B,General Medicine,110,72,22,16,10
2024-05-11,Branch C,Cardiology,99,79,19,12,37
2024-05-11,Branch C,Oncology,114,84,22,22,20
2024-05-11,Branch C,Orthopedics,64,47,12,8,10
2024-05-11,Branch C,Pediatrics,79,40,15,10,15
2024-05-11,Branch C,Emergency,111,86,22,20,29
2024-05-11,Branch C,General Medicine,70,37,14,13,15
2024-05-12,Branch A,Cardiology,68,34,13,5,13
2024-05-12,Branch A,Oncology,99,62,19,11,17
2024-05-12,Branch A,Orthopedics,91,78,18,14,16
2024-05-12,Branch A,Pediatrics,86,50,17,8,14
2024-05-12,Branch A,Emergency,100,71,20,15,34
2024-05-12,Branch A,General Medicine,104,67,20,16,23
2024-05-12,Branch B,Cardiology,90,67,18,14,14
2024-05-12,Branch B,Oncology,63,60,12,3,23
2024-05-12,Branch B,Orthopedics,47,41,9,1,33
2024-05-12,Branch B,Pediatrics,80,70,16,11,32
2024-05-12,Branch B,Emergency,100,73,20,15,18
2024-05-12,Branch B,General Medicine,65,56,13,8,33
2024-05-12,Branch C,Cardiology,73,39,14,11,30
2024-05-12,Branch C,Oncology,66,48,13,9,10
2024-05-12,Branch C,Orthopedics,107,78,21,20,21
2024-05-12,Branch C,Pediatrics,103,62,20,14,10
2024-05-12,Branch C,Emergency,79,62,15,14,36
2024-05-12,Branch C,General Medicine,85,48,17,12,26
2024-05-13,Branch A,Cardiology,48,34,9,0,30
2024-05-13,Branch A,Oncology,41,32,8,8,25
2024-05-13,Branch A,Orthopedics,54,42,10,6,10
2024-05-13,Branch A,Pediatrics,91,67,18,18,34
2024-05-13,Branch A,Emergency,48,34,9,9,34
2024-05-13,Branch A,General Medicine,109,109,21,19,32
2024-05-13,Branch B,Cardiology,58,58,11,2,37
2024-05-13,Branch B,Oncology,84,64,16,11,34
2024-05-13,Branch B,Orthopedics,79,68,15,15,37
2024-05-13,Branch B,Pediatrics,52,36,10,5,30
2024-05-13,Branch B,Emergency,95,60,19,11,10
2024-05-13,Branch B,General Medicine,48,37,9,5,14
2024-05-13,Branch C,Cardiology,73,49,14,8,25
2024-05-13,Branch C,Oncology,97,65,19,11,38
2024-05-13,Branch C,Orthopedics,94,68,18,16,34
2024-05-13,Branch C,Pediatrics,64,41,12,11,17
2024-05-13,Branch C,Emergency,91,62,18,12,23
2024-05-13,Branch C,General Medicine,45,38,9,8,24
2024-05-14,Branch A,Cardiology,44,28,8,6,19
2024-05-14,Branch A,Oncology,86,65,17,13,38
2024-05-14,Branch A,Orthopedics,111,85,22,20,35
2024-05-14,Branch A,Pediatrics,71,52,14,6,30
2024-05-14,Branch A,Emergency,53,38,10,10,12
2024-05-14,Branch A,General Medicine,87,46,17,15,36
2024-05-14,Branch B,Cardiology,110,81,22,22,30
2024-05-14,Branch B,Oncology,93,44,18,18,33
2024-05-14,Branch B,Orthopedics,109,88,21,10,30
2024-05-14,Branch B,Pediatrics,118,92,23,17,27
2024-05-14,Branch B,Emergency,49,49,9,6,39
2024-05-14,Branch B,General Medicine,107,76,21,17,10
2024-05-14,Branch C,Cardiology,111,69,22,20,18
2024-05-14,Branch C,Oncology,83,83,16,16,15
2024-05-14,Branch C,Orthopedics,116,85,23,19,38
2024-05-14,Branch C,Pediatrics,88,66,17,12,10
2024-05-14,Branch C,Emergency,41,27,8,4,39
2024-05-14,Branch C,General Medicine,66,62,13,6,38
2024-05-15,Branch A,Cardiology,103,85,20,16,18
2024-05-15,Branch A,Oncology,42,42,8,8,36
2024-05-15,Branch A,Orthopedics,113,99,22,16,36
2024-05-15,Branch A,Pediatrics,76,48,15,15,37
2024-05-15,Branch A,Emergency,116,70,23,17,13
2024-05-15,Branch A,General Medicine,115,90,23,23,12
2024-05-15,Branch B,Cardiology,82,63,16,15,37
2024-05-15,Branch B,Oncology,55,46,11,7,26
2024-05-15,Branch B,Orthopedics,103,70,20,14,33
2024-05-15,Branch B,Pediatrics,92,75,18,14,23
2024-05-15,Branch B,Emergency,77,45,15,14,33
2024-05-15,Branch B,General Medicine,101,74,20,19,19
2024-05-15,Branch C,Cardiology,49,40,9,7,13
2024-05-15,Branch C,Oncology,76,42,15,4,25
2024-05-15,Branch C,Orthopedics,93,68,18,13,23
2024-05-15,Branch C,Pediatrics,50,32,10,6,35
2024-05-15,Branch C,Emergency,96,66,19,13,31
2024-05-15,Branch C,General Medicine,55,27,11,7,13
2024-05-16,Branch A,Cardiology,84,64,16,12,29
2024-05-16,Branch A,Oncology,55,43,11,11,12
2024-05-16,Branch A,Orthopedics,80,59,16,11,10
2024-05-16,Branch A,Pediatrics,84,56,16,11,35
2024-05-16,Branch A,Emergency,43,19,8,8,30
2024-05-16,Branch A,General Medicine,60,42,12,11,28
2024-05-16,Branch B,Cardiology,94,94,18,18,38
2024-05-16,Branch B,Oncology,64,47,12,5,15
2024-05-16,Branch B,Orthopedics,46,33,9,8,10
2024-05-16,Branch B,Pediatrics,100,92,20,16,15
2024-05-16,Branch B,Emergency,77,49,15,11,23
2024-05-16,Branch B,General Medicine,84,71,16,11,28
2024-05-16,Branch C,Cardiology,42,33,8,3,35
2024-05-16,Branch C,Oncology,42,9,8,6,27
2024-05-16,Branch C,Orthopedics,115,89,23,15,26
2024-05-16,Branch C,Pediatrics,83,71,16,15,34
2024-05-16,Branch C,Emergency,116,81,23,17,27
2024-05-16,Branch C,General Medicine,62,33,12,10,32
2024-05-17,Branch A,Cardiology,56,46,11,9,28
2024-05-17,Branch A,Oncology,70,65,14,14,21
2024-05-17,Branch A,Orthopedics,55,47,11,11,12
2024-05-17,Branch A,Pediatrics,63,47,12,4,11
2024-05-17,Branch A,Emergency,111,98,22,18,39
2024-05-17,Branch A,General Medicine,63,32,12,10,21
2024-05-17,Branch B,Cardiology,61,43,12,11,33
2024-05-17,Branch B,Oncology,54,40,10,6,16
2024-05-17,Branch B,Orthopedics,80,57,16,16,15
2024-05-17,Branch B,Pediatrics,46,19,9,8,34
2024-05-17,Branch B,Emergency,86,68,17,17,21
2024-05-17,Branch B,General Medicine,81,65,16,15,21
2024-05-17,Branch C,Cardiology,43,38,8,3,11
2024-05-17,Branch C,Oncology,49,41,9,9,28
2024-05-17,Branch C,Orthopedics,112,83,22,14,36
2024-05-17,Branch C,Pediatrics,107,71,21,13,25
2024-05-17,Branch C,Emergency,105,87,21,15,11
2024-05-17,Branch C,General Medicine,78,60,15,12,14
2024-05-18,Branch A,Cardiology,73,35,14,14,37
2024-05-18,Branch A,Oncology,112,96,22,19,26
2024-05-18,Branch A,Orthopedics,114,77,22,20,24
2024-05-18,Branch A,Pediatrics,97,73,19,8,33
2024-05-18,Branch A,Emergency,74,73,14,9,16
2024-05-18,Branch A,General Medicine,79,55,15,10,31
2024-05-18,Branch B,Cardiology,62,42,12,9,37
2024-05-18,Branch B,Oncology,57,57,11,6,36
2024-05-18,Branch B,Orthopedics,74,25,14,14,32
2024-05-18,Branch B,Pediatrics,116,72,23,19,30
2024-05-18,Branch B,Emergency,77,53,15,8,20
2024-05-18,Branch B,General Medicine,93,55,18,8,24
2024-05-18,Branch C,Cardiology,97,86,19,10,15
2024-05-18,Branch C,Oncology,66,42,13,8,18
2024-05-18,Branch C,Orthopedics,81,59,16,12,18
2024-05-18,Branch C,Pediatrics,101,75,20,10,15
2024-05-18,Branch C,Emergency,85,63,17,12,35
2024-05-18,Branch C,General Medicine,106,68,21,12,28
2024-05-19,Branch A,Cardiology,68,56,13,12,28
2024-05-19,Branch A,Oncology,100,78,20,15,10
2024-05-19,Branch A,Orthopedics,47,24,9,8,31
2024-05-19,Branch A,Pediatrics,97,73,19,14,16
2024-05-19,Branch A,Emergency,105,89,21,16,13
2024-05-19,Branch A,General Medicine,93,63,18,15,14
2024-05-19,Branch B,Cardiology,67,66,13,7,38
2024-05-19,Branch B,Oncology,79,61,15,6,22
2024-05-19,Branch B,Orthopedics,54,54,10,10,26
2024-05-19,Branch B,Pediatrics,79,68,15,9,34
2024-05-19,Branch B,Emergency,82,70,16,9,38
2024-05-19,Branch B,General Medicine,83,64,16,9,25
2024-05-19,Branch C,Cardiology,44,16,8,3,17
2024-05-19,Branch C,Oncology,46,46,9,5,19
2024-05-19,Branch C,Orthopedics,58,51,11,8,22
2024-05-19,Branch C,Pediatrics,79,60,15,10,15
2024-05-19,Branch C,Emergency,100,93,20,17,10
2024-05-19,Branch C,General Medicine,103,89,20,14,30
2024-05-20,Branch A,Cardiology,76,68,15,13,11
2024-05-20,Branch A,Oncology,88,59,17,16,18
2024-05-20,Branch A,Orthopedics,95,78,19,16,20
2024-05-20,Branch A,Pediatrics,81,49,16,12,39
2024-05-20,Branch A,Emergency,47,45,9,2,34
2024-05-20,Branch A,General Medicine,80,71,16,10,17
2024-05-20,Branch B,Cardiology,48,37,9,6,10
2024-05-20,Branch B,Oncology,86,69,17,11,27
2024-05-20,Branch B,Orthopedics,67,54,13,11,33
2024-05-20,Branch B,Pediatrics,51,48,10,6,23
2024-05-20,Branch B,Emergency,107,79,21,18,13
2024-05-20,Branch B,General Medicine,113,81,22,15,25
2024-05-20,Branch C,Cardiology,53,43,10,8,19
2024-05-20,Branch C,Oncology,47,36,9,5,27
2024-05-20,Branch C,Orthopedics,80,61,16,14,31
2024-05-20,Branch C,Pediatrics,63,44,12,9,10
2024-05-20,Branch C,Emergency,46,37,9,6,30
2024-05-20,Branch C,General Medicine,87,72,17,17,15
2024-05-21,Branch A,Cardiology,40,22,8,5,22
2024-05-21,Branch A,Oncology,119,92,23,21,14
2024-05-21,Branch A,Orthopedics,104,83,20,9,29
2024-05-21,Branch A,Pediatrics,74,54,14,10,22
2024-05-21,Branch A,Emergency,84,59,16,13,30
2024-05-21,Branch A,General Medicine,80,49,16,11,27
2024-05-21,Branch B,Cardiology,78,54,15,10,34
2024-05-21,Branch B,Oncology,84,53,16,14,32
2024-05-21,Branch B,Orthopedics,56,27,11,11,34
2024-05-21,Branch B,Pediatrics,57,48,11,6,27
2024-05-21,Branch B,Emergency,98,55,19,13,28
2024-05-21,Branch B,General Medicine,115,88,23,18,38
2024-05-21,Branch C,Cardiology,94,67,18,12,23
2024-05-21,Branch C,Oncology,57,51,11,8,30
2024-05-21,Branch C,Orthopedics,82,54,16,13,17
2024-05-21,Branch C,Pediatrics,72,64,14,6,16
2024-05-21,Branch C,Emergency,66,38,13,3,14
2024-05-21,Branch C,General Medicine,114,81,22,14,11
2024-05-22,Branch A,Cardiology,50,25,10,8,36
2024-05-22,Branch A,Oncology,106,87,21,21,17
2024-05-22,Branch A,Orthopedics,85,59,17,13,15
2024-05-22,Branch A,Pediatrics,63,53,12,8,33
2024-05-22,Branch A,Emergency,78,53,15,9,35
2024-05-22,Branch A,General Medicine,54,43,10,10,27
2024-05-22,Branch B,Cardiology,107,82,21,16,34
2024-05-22,Branch B,Oncology,112,101,22,22,21
2024-05-22,Branch B,Orthopedics,85,73,17,15,39
2024-05-22,Branch B,Pediatrics,84,62,16,12,34
2024-05-22,Branch B,Emergency,109,89,21,16,16
2024-05-22,Branch B,General Medicine,68,39,13,10,18
2024-05-22,Branch C,Cardiology,89,61,17,11,26
2024-05-22,Branch C,Oncology,58,34,11,11,34
2024-05-22,Branch C,Orthopedics,92,68,18,11,11
2024-05-22,Branch C,Pediatrics,68,54,13,12,10
2024-05-22,Branch C,Emergency,89,62,17,14,12
2024-05-22,Branch C,General Medicine,72,59,14,14,26
2024-05-23,Branch A,Cardiology,73,50,14,13,30
2024-05-23,Branch A,Oncology,108,86,21,18,20
2024-05-23,Branch A,Orthopedics,50,31,10,6,25
2024-05-23,Branch A,Pediatrics,117,89,23,14,14
2024-05-23,Branch A,Emergency,49,39,9,9,30
2024-05-23,Branch A,General Medicine,108,82,21,16,16
2024-05-23,Branch B,Cardiology,83,66,16,13,27
2024-05-23,Branch B,Oncology,68,41,13,11,28
2024-05-23,Branch B,Orthopedics,62,59,12,6,28
2024-05-23,Branch B,Pediatrics,53,43,10,2,30
2024-05-23,Branch B,Emergency,98,55,19,19,11
2024-05-23,Branch B,General Medicine,93,93,18,12,37
2024-05-23,Branch C,Cardiology,96,77,19,18,10
2024-05-23,Branch C,Oncology,55,47,11,11,14
2024-05-23,Branch C,Orthopedics,45,31,9,5,29
2024-05-23,Branch C,Pediatrics,92,63,18,16,23
2024-05-23,Branch C,Emergency,114,83,22,20,12
2024-05-23,Branch C,General Medicine,64,45,12,12,21
2024-05-24,Branch A,Cardiology,64,34,12,8,30
2024-05-24,Branch A,Oncology,107,65,21,16,36
2024-05-24,Branch A,Orthopedics,55,38,11,5,22
2024-05-24,Branch A,Pediatrics,58,45,11,10,17
2024-05-24,Branch A,Emergency,92,54,18,11,23
2024-05-24,Branch A,General Medicine,75,42,15,9,34
2024-05-24,Branch B,Cardiology,86,55,17,12,24
2024-05-24,Branch B,Oncology,72,68,14,13,20
2024-05-24,Branch B,Orthopedics,77,59,15,12,15
2024-05-24,Branch B,Pediatrics,57,41,11,8,11
2024-05-24,Branch B,Emergency,77,63,15,12,36
2024-05-24,Branch B,General Medicine,44,31,8,7,36
2024-05-24,Branch C,Cardiology,79,59,15,13,36
2024-05-24,Branch C,Oncology,41,41,8,7,30
2024-05-24,Branch C,Orthopedics,94,68,18,10,35
2024-05-24,Branch C,Pediatrics,82,66,16,16,20
2024-05-24,Branch C,Emergency,47,19,9,8,33
2024-05-24,Branch C,General Medicine,65,42,13,10,31
2024-05-25,Branch A,Cardiology,58,36,11,8,22
2024-05-25,Branch A,Oncology,105,53,21,15,33
2024-05-25,Branch A,Orthopedics,112,78,22,16,30
2024-05-25,Branch A,Pediatrics,40,26,8,5,15
2024-05-25,Branch A,Emergency,50,35,10,5,34
2024-05-25,Branch A,General Medicine,55,52,11,6,14
2024-05-25,Branch B,Cardiology,110,82,22,14,31
2024-05-25,Branch B,Oncology,114,63,22,20,37
2024-05-25,Branch B,Orthopedics,63,63,12,9,17
2024-05-25,Branch B,Pediatrics,112,88,22,17,21
2024-05-25,Branch B,Emergency,59,40,11,11,28
2024-05-25,Branch B,General Medicine,95,70,19,16,29
2024-05-25,Branch C,Cardiology,100,81,20,13,10
2024-05-25,Branch C,Oncology,73,54,14,7,30
2024-05-25,Branch C,Orthopedics,108,95,21,14,19
2024-05-25,Branch C,Pediatrics,87,76,17,17,21
2024-05-25,Branch C,Emergency,106,86,21,14,10
2024-05-25,Branch C,General Medicine,117,89,23,16,34
2024-05-26,Branch A,Cardiology,96,70,19,13,33
2024-05-26,Branch A,Oncology,83,59,16,10,32
2024-05-26,Branch A,Orthopedics,62,48,12,10,37
2024-05-26,Branch A,Pediatrics,49,27,9,1,34
2024-05-26,Branch A,Emergency,57,32,11,6,34
2024-05-26,Branch A,General Medicine,103,91,20,20,17
2024-05-26,Branch B,Cardiology,57,40,11,8,23
2024-05-26,Branch B,Oncology,57,33,11,10,19
2024-05-26,Branch B,Orthopedics,76,60,15,8,38
2024-05-26,Branch B,Pediatrics,109,84,21,14,39
2024-05-26,Branch B,Emergency,108,101,21,14,34
2024-05-26,Branch B,General Medicine,51,41,10,10,32
2024-05-26,Branch C,Cardiology,92,66,18,13,21
2024-05-26,Branch C,Oncology,42,27,8,6,19
2024-05-26,Branch C,Orthopedics,55,37,11,10,10
2024-05-26,Branch C,Pediatrics,91,64,18,5,32
2024-05-26,Branch C,Emergency,91,86,18,17,32
2024-05-26,Branch C,General Medicine,76,61,15,14,37
2024-05-27,Branch A,Cardiology,81,45,16,15,11
2024-05-27,Branch A,Oncology,44,34,8,4,28
2024-05-27,Branch A,Orthopedics,119,78,23,21,12
2024-05-27,Branch A,Pediatrics,110,84,22,19,25
2024-05-27,Branch A,Emergency,57,51,11,11,19
2024-05-27,Branch A,General Medicine,72,56,14,14,25
2024-05-27,Branch B,Cardiology,43,27,8,0,12
2024-05-27,Branch B,Oncology,93,64,18,14,35
2024-05-27,Branch B,Orthopedics,119,82,23,23,25
2024-05-27,Branch B,Pediatrics,96,79,19,9,28
2024-05-27,Branch B,Emergency,91,62,18,18,39
2024-05-27,Branch B,General Medicine,67,60,13,7,34
2024-05-27,Branch C,Cardiology,115,83,23,17,16
2024-05-27,Branch C,Oncology,64,45,12,6,38
2024-05-27,Branch C,Orthopedics,84,64,16,13,14
2024-05-27,Branch C,Pediatrics,101,77,20,15,14
2024-05-27,Branch C,Emergency,86,70,17,17,39
2024-05-27,Branch C,General Medicine,44,44,8,8,25
2024-05-28,Branch A,Cardiology,109,67,21,19,23
2024-05-28,Branch A,Oncology,54,47,10,2,19
2024-05-28,Branch A,Orthopedics,109,82,21,12,27
2024-05-28,Branch A,Pediatrics,77,57,15,14,38
2024-05-28,Branch A,Emergency,53,51,10,5,31
2024-05-28,Branch A,General Medicine,107,67,21,16,26
2024-05-28,Branch B,Cardiology,53,29,10,10,28
2024-05-28,Branch B,Oncology,104,84,20,13,27
2024-05-28,Branch B,Orthopedics,55,41,11,6,20
2024-05-28,Branch B,Pediatrics,119,82,23,18,11
2024-05-28,Branch B,Emergency,66,48,13,11,22
2024-05-28,Branch B,General Medicine,76,37,15,14,15
2024-05-28,Branch C,Cardiology,89,58,17,9,18
2024-05-28,Branch C,Oncology,98,82,19,13,25
2024-05-28,Branch C,Orthopedics,106,62,21,21,22
2024-05-28,Branch C,Pediatrics,109,82,21,15,39
2024-05-28,Branch C,Emergency,71,56,14,13,31
2024-05-28,Branch C,General Medicine,106,82,21,15,36
2024-05-29,Branch A,Cardiology,100,62,20,16,17
2024-05-29,Branch A,Oncology,53,49,10,4,20
2024-05-29,Branch A,Orthopedics,106,79,21,11,36
2024-05-29,Branch A,Pediatrics,49,27,9,5,33
2024-05-29,Branch A,Emergency,71,42,14,6,20
2024-05-29,Branch A,General Medicine,40,38,8,1,22
2024-05-29,Branch B,Cardiology,65,52,13,0,14
2024-05-29,Branch B,Oncology,80,53,16,8,18
2024-05-29,Branch B,Orthopedics,96,59,19,14,19
2024-05-29,Branch B,Pediatrics,66,50,13,13,20
2024-05-29,Branch B,Emergency,100,69,20,15,32
2024-05-29,Branch B,General Medicine,103,93,20,16,38
2024-05-29,Branch C,Cardiology,50,44,10,10,39
2024-05-29,Branch C,Oncology,61,43,12,8,28
2024-05-29,Branch C,Orthopedics,48,34,9,6,24
2024-05-29,Branch C,Pediatrics,61,56,12,8,30
2024-05-29,Branch C,Emergency,46,24,9,9,11
2024-05-29,Branch C,General Medicine,61,52,12,12,12
2024-05-30,Branch A,Cardiology,96,94,19,19,37
2024-05-30,Branch A,Oncology,58,48,11,5,21
2024-05-30,Branch A,Orthopedics,47,27,9,6,23
2024-05-30,Branch A,Pediatrics,83,61,16,16,19
2024-05-30,Branch A,Emergency,100,82,20,12,37
2024-05-30,Branch A,General Medicine,109,84,21,16,26
2024-05-30,Branch B,Cardiology,93,78,18,13,35
2024-05-30,Branch B,Oncology,94,74,18,16,23
2024-05-30,Branch B,Orthopedics,90,64,18,18,15
2024-05-30,Branch B,Pediatrics,56,50,11,11,35
2024-05-30,Branch B,Emergency,102,55,20,20,33
2024-05-30,Branch B,General Medicine,95,84,19,17,13
2024-05-30,Branch C,Cardiology,44,27,8,2,35
2024-05-30,Branch C,Oncology,69,51,13,10,39
2024-05-30,Branch C,Orthopedics,115,100,23,20,17
2024-05-30,Branch C,Pediatrics,116,100,23,20,30
2024-05-30,Branch C,Emergency,97,73,19,19,30
2024-05-30,Branch C,General Medicine,83,57,16,9,38
2024-05-31,Branch A,Cardiology,78,68,15,14,34
2024-05-31,Branch A,Oncology,106,74,21,14,18
2024-05-31,Branch A,Orthopedics,58,38,11,10,28
2024-05-31,Branch A,Pediatrics,54,34,10,8,19
2024-05-31,Branch A,Emergency,93,55,18,12,18
2024-05-31,Branch A,General Medicine,50,50,10,6,26
2024-05-31,Branch B,Cardiology,63,49,12,8,29
2024-05-31,Branch B,Oncology,90,71,18,13,17
2024-05-31,Branch B,Orthopedics,87,81,17,14,26
2024-05-31,Branch B,Pediatrics,63,28,12,6,22
2024-05-31,Branch B,Emergency,41,21,8,5,22
